"id_reac","smiles","description","solvent","catalyst","temperature"
"US0398577759","[CH2:1]([NH:5][C:6]1[CH:7]=[C:8]([CH:12]=[C:13]([S:22](=[O:25])(=[O:24])[NH2:23])[C:14]=1[O:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[C:9]([OH:11])=[O:10])[CH2:2][CH2:3][CH3:4].Cl.[CH3:27]O>>[CH3:27][O:10][C:9](=[O:11])[C:8]1[CH:12]=[C:13]([S:22](=[O:25])(=[O:24])[NH2:23])[C:14]([O:15][C:16]2[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=2)=[C:6]([NH:5][CH2:1][CH2:2][CH2:3][CH3:4])[CH:7]=1","A mixture of 3-n-butylamino-4-phenoxy-5-sulphamyl-benzoic acid (3 g) and methanol (60 ml) was saturated with gaseous hydrogen chloride. The reaction mixture was allowed to warm during the saturation. After cooling and standing for 5 hours, the reaction mixture was evaporated in vacuo, and the residue was recrystallized from methanol (12 ml), whereby the methyl-3-n-butylamino-4-phenoxy-5-sulphamyl-benzoate was obtained with a melting point of 148° C.","O","",""
"US0398577760","[CH2:1]([NH:5][C:6]1[CH:7]=[C:8]([CH:12]=[C:13]([S:22](=[O:25])(=[O:24])[NH2:23])[C:14]=1[O:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[C:9]([OH:11])=[O:10])[CH2:2][CH2:3][CH3:4].Cl[CH2:27][C:28]#[N:29].C(N(CC)CC)C>CC(C)=O>[C:28]([CH2:27][O:10][C:9](=[O:11])[C:8]1[CH:12]=[C:13]([S:22](=[O:25])(=[O:24])[NH2:23])[C:14]([O:15][C:16]2[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=2)=[C:6]([NH:5][CH2:1][CH2:2][CH2:3][CH3:4])[CH:7]=1)#[N:29]","A mixture of 3-n-butylamino-4-phenoxy-5-sulphamyl-benzoic acid (1 g), chloroacetonitrile (0.625 g), triethylamine (0.28 g), and dry acetone (10 ml) was refluxed for 19 hours. After cooling, the precipitated triethylamine hydrochloride was removed by filtration, and the filtrate was evaporated in vacuo. To the residue, water (20 ml) and ethylacetate (50 ml) were added, and the pH of the aqueous layer was adjusted to pH 7.5. The organic layer was then separated, washed with dilute sosium hydrogen carbonate, dried, and evaporated in vacuo. The residue was recrystallized several times from chloroform/petroleum ether. Thereby the cyanomethyl-3-n-butylamino-4-phenoxy-5-sulphamyl-benzoate was obtained with a melting point of 159°-161° C.","CC(=O)C","",""
"US0398577761","[S:1]([Cl:5])(=O)(=[O:3])[OH:2].[CH2:6]([NH:10][C:11]1[CH:12]=[C:13]([CH:17]=[C:18]([S:27](=[O:30])(=[O:29])[NH2:28])[C:19]=1[O:20][C:21]1[CH:26]=[CH:25][CH:24]=[CH:23][CH:22]=1)[C:14]([OH:16])=[O:15])[CH2:7][CH2:8][CH3:9]>>[CH2:6]([NH:10][C:11]1[CH:12]=[C:13]([CH:17]=[C:18]([S:27](=[O:30])(=[O:29])[NH2:28])[C:19]=1[O:20][C:21]1[CH:22]=[CH:23][C:24]([S:1]([Cl:5])(=[O:3])=[O:2])=[CH:25][CH:26]=1)[C:14]([OH:16])=[O:15])[CH2:7][CH2:8][CH3:9]","To chlorosulphuric acid (5 ml), 3-butylamino-4-phenoxy-5-sulphamyl-benzoic acid (1 g) was added in portions, while stirring and keeping the temperature below 45° C. The reaction mixture was stirred to 10 minutes and then poured into ice water (10 g of ice and 20 ml of water). The precipitated 3-butylamino-4-(4-chlorosulphonylphenoxy)-5-sulphamyl-benzoic acid was isolated by filtration and without further purification added to aqueous ammonia (10 ml containing 2.5 g of ammonia). Excess of ammonia was removed by evaporation, and the resulting solution was adjusted to pH 2.5 by addition of 4N hydrochloric acid. The precipitated 3-butylamino-4-(4-sulphamylphenoxy)-5-sulphamyl-benzoic acid was isolated by filtration, recrystallized from aqueous ethanol, and dried. The obtained compound had a melting point of 265° C.","CC(=O)C","",""
"US0398577763","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[S:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].[OH-].[Li+].[CH2:24](Br)[C:25]1[CH:30]=[CH:29][CH:28]=[CH:27][CH:26]=1>O>[CH2:24]([NH:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:20])(=[O:21])[NH2:19])[C:10]=1[S:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6])[C:25]1[CH:30]=[CH:29][CH:28]=[CH:27][CH:26]=1 |f:1.2|","A suspension of 3-amino-4-phenylthio-5-sulphamyl-benzoic acid (4.05 g) in water (100 ml) was adjusted to pH 7.5 by addition of 1N lithium hydroxide. Benzyl bromide (2.2 g) was added and, under stirring, the pH was kept at 7.5 by automatic titration with lithium hydroxide. After the base consumption had become negligible, the pH was adjusted to 2.5 by addition of dilute hydrochloric acid. The precipitated 3-benzylamino-4-phenylthio-5-sulphamyl-benzoic acid was collected and recrystallized from ethanol, whereafter the compound was obtained with a melting point of 224°-225° C.","O","",""
"US0398577764","[CH2:1]([NH:5][C:6]1[CH:7]=[C:8]([CH:12]=[C:13]([S:22](=[O:25])(=[O:24])[NH2:23])[C:14]=1[S:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[C:9]([OH:11])=[O:10])[CH2:2][CH2:3][CH3:4].C(O)(=[O:28])C>OO>[CH2:1]([NH:5][C:6]1[CH:7]=[C:8]([CH:12]=[C:13]([S:22](=[O:24])(=[O:25])[NH2:23])[C:14]=1[S:15]([C:16]1[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=1)=[O:28])[C:9]([OH:11])=[O:10])[CH2:2][CH2:3][CH3:4]","To a suspension of 3-n-butylamino-4-phenylthio-5-sulphamyl-benzoic acid (0.5 g) in acetic acid (5 ml), perhydrol (2.5 ml of 30% hydrogen peroxide in water) was added while stirring. The reaction mixture was stirred for an additional 24 hours at 30° C, after which the 3-n-butylamino-4-phenylsulphinyl-5-sulphamyl-benzoic acid was collected by suction and washed with aqueous acetic acid. After recrystallization from aqueous ethanol, the compound was obtained with a melting point of 203°-204° C (decomp.).","OO","",""
"US0398577765","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[NH:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].[CH2:22](Br)[C:23]1[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=1.[CH2:30](O)[CH3:31]>>[CH2:30]([O:6][C:5](=[O:7])[C:4]1[CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]([NH:11][C:12]2[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=2)=[C:2]([NH:1][CH2:22][C:23]2[CH:28]=[CH:27][CH:26]=[CH:25][CH:24]=2)[CH:3]=1)[CH3:31]","A mixture of 3 -amino-4-anilino-5-sulphamyl-benzoic acid (2 g), benzyl bromide (3 g), and ethanol (50 ml 99.9%) was refluxed for 8 hours. After cooling, the ethyl-4-anilino-3-benzylamino-5-sulphamyl-benzoate crystallized and was collected by suction. After recrystallization from ethanol the melting point was 160°-161° C.","OO","",""
"US0398577766","C([O:3][C:4](=[O:30])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([NH:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)=[C:7]([NH:22][CH2:23][C:24]2[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=2)[CH:6]=1)C>[OH-].[Na+]>[NH:15]([C:8]1[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:10][C:5]([C:4]([OH:30])=[O:3])=[CH:6][C:7]=1[NH:22][CH2:23][C:24]1[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=1)[C:16]1[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=1 |f:1.2|","A solution of ethyl-4-anilino-3-benzylamino-5-sulphamyl-benzoate (1 g) in 1N sodium hydroxide (15 ml) was heated on a steam bath for 1 hour. After cooling, the 4-anilino-3-benzylamino-5-sulphamyl-benzoic acid was precipitated by addition of acetic acid, collected and recrystallized from 60% ethanol in water. The melting point was 248°-249° C.","[OH-].[Na+]","",""
"US0398577767","N[C:2]1[CH:3]=[C:4]([CH:8]=[C:9](S(=O)(=O)N)[C:10]=1NC1C=CC=CC=1)[C:5](O)=O.[NH2:22][C:23]1[CH:24]=[C:25]([CH:29]=[C:30]([S:39](=[O:48])(=[O:47])[NH:40][C:41]2[CH:46]=[CH:45][CH:44]=[CH:43][CH:42]=2)[C:31]=1[NH:32][C:33]1[CH:38]=[CH:37][CH:36]=[CH:35][CH:34]=1)[C:26]([OH:28])=[O:27].[CH2:49](Br)[C:50]1C=CC=CC=1>>[CH2:49]([O:27][C:26](=[O:28])[C:25]1[CH:29]=[C:30]([S:39](=[O:48])(=[O:47])[NH:40][C:41]2[CH:46]=[CH:45][CH:44]=[CH:43][CH:42]=2)[C:31]([NH:32][C:33]2[CH:34]=[CH:35][CH:36]=[CH:37][CH:38]=2)=[C:23]([NH:22][CH2:5][C:4]2[CH:8]=[CH:9][CH:10]=[CH:2][CH:3]=2)[CH:24]=1)[CH3:50]","By replacing, in Example 52 A, 3-amino-4-anilino-5-sulphamyl-benzoic acid (2 g) by 3-amino-4-anilino-5-phenylsulphamyl-benzoic acid (4.4 g) and increasing the amount of benzyl bromide to 3.9 g, ethyl-4-anilino-3-benzylamino-5-phenylsulphamyl-benzoate was obtained with a melting point of 166°-167° C.","[OH-].[Na+]","",""
"US0398577768","C([O:3][C:4](=[O:36])[C:5]1[CH:10]=[C:9]([S:11](=[O:20])(=[O:19])[NH:12][C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)[C:8]([NH:21][C:22]2[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=2)=[C:7]([NH:28][CH2:29][C:30]2[CH:35]=[CH:34][CH:33]=[CH:32][CH:31]=2)[CH:6]=1)C>[OH-].[Na+]>[NH:21]([C:8]1[C:9]([S:11](=[O:20])(=[O:19])[NH:12][C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:10][C:5]([C:4]([OH:36])=[O:3])=[CH:6][C:7]=1[NH:28][CH2:29][C:30]1[CH:35]=[CH:34][CH:33]=[CH:32][CH:31]=1)[C:22]1[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=1 |f:1.2|","A solution of ethyl-4-anilino-3-benzylamino-5-phenylsulphamyl-benzoate (3 g) in 1N sodium hydroxide (30 ml) was heated on a steam bath for 1 hour. The 4-anilino-3-benzylamino-5-phenylsulphamyl-benzoic acid was precipitated by addition of 4N hydrochloric acid until pH 2, and recrystallized from acetone-water and 80% ethanol in water; the melting point was 243° C.","[OH-].[Na+]","",""
"US0398577769","[CH2:1]([NH:8][C:9]1[CH:10]=[C:11]([CH:15]=[C:16]([S:25](=[O:28])(=[O:27])[NH2:26])[C:17]=1[S:18][C:19]1[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=1)[C:12]([OH:14])=[O:13])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.C(O)(=[O:31])C>OO>[CH2:1]([NH:8][C:9]1[CH:10]=[C:11]([CH:15]=[C:16]([S:25](=[O:28])(=[O:27])[NH2:26])[C:17]=1[S:18]([C:19]1[CH:20]=[CH:21][CH:22]=[CH:23][CH:24]=1)=[O:31])[C:12]([OH:14])=[O:13])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1","To a suspension of 3-benzylamino-4-phenylthio-5-sulphamyl-benzoic acid (0.8 g) in acetic acid (20 ml), perhydrol (1.5 ml of 30% hydrogen peroxide in water) was added while stirring. The reaction mixture was stirred for an additional 75 hours at room temperature, after which the 3-benzylamino-4-phenylsulphinyl-5-sulphamyl-benzoic acid was collected by filtration and washed with acetic acid. After recrystallization from aqueous methanol and drying, the acid had a melting point of 234° C.","OO","",""
"US0398577770","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].Br[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH3:28].CS(O)(=O)=O>C(O)CCCCC>[CH2:23]([O:6][C:5](=[O:7])[C:4]1[CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]([O:11][C:12]2[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=2)=[C:2]([NH:1][CH2:4][CH2:3][CH2:2][CH2:10][CH2:9][CH3:8])[CH:3]=1)[CH2:24][CH2:25][CH2:26][CH2:27][CH3:28]","A mixture of 3-amino-4-phenoxy-5-sulphamyl-benzoic acid (4.62 g), 1-bromo-n-hexane (5 g), methanesulphonic acid (0.05 ml), and n-hexanol (40 ml) was refluxed for 60 hours. After cooling, the precipitated n-hexyl-3-n-hexylamino-4-phenoxy-5-sulphamyl-benzoate was collected and recrystallized from hexanol. The melting point was 137°-138° C.","C(CCCCC)O","",""
"US0398577771","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].[CH2:22](Br)[CH:23]=[CH2:24].[CH2:26](O)[CH3:27]>>[CH2:26]([O:6][C:5](=[O:7])[C:4]1[CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]([O:11][C:12]2[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=2)=[C:2]([NH:1][CH2:22][CH:23]=[CH2:24])[CH:3]=1)[CH3:27]","A mixture of 3-amino-4-phenoxy-5-sulphamyl-benzoic acid (3.08 g), allyl bromide (7.25 g), and dry ethanol was refluxed for 24 hours. After cooling, the precipitated ethyl-3-allylamino-4-phenoxy-5-sulphamyl-benzoate was filtered off and recrystallized from ethanol. The melting point of the ester was 153°-154° C.","C(CCCCC)O","",""
"US0398577772","C([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([O:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)=[C:7]([NH:22][CH2:23][CH:24]=[CH2:25])[CH:6]=1)C.O.Cl>[OH-].[Na+]>[CH2:23]([NH:22][C:7]1[CH:6]=[C:5]([CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]=1[O:15][C:16]1[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=1)[C:4]([OH:26])=[O:3])[CH:24]=[CH2:25] |f:3.4|","Ethyl-3-allylamino-4-phenoxy-5-sulphamyl-benzoate (1 g) was dissolved in 1N sodium hydroxide (15 ml) and left standing at room temperature for 24 hours. Then water (5 ml) was added, and the pH was adjusted to 3 by the addition of 4N hydrochloric acid. The precipitated 3-allylamino-4-phenoxy-5-sulphamyl-benzoic acid was collected and dried. The melting point was 233°-225° C.","[OH-].[Na+]","",""
"US0398577773","[CH2:1](Br)[C:2]#C.[CH2:5]([NH:8][C:9]1[CH:10]=[C:11]([CH:15]=[C:16]([S:25](=[O:28])(=[O:27])[NH2:26])[C:17]=1[O:18][C:19]1[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=1)[C:12]([OH:14])=[O:13])[CH:6]=[CH2:7]>>[CH2:1]([O:13][C:12](=[O:14])[C:11]1[CH:15]=[C:16]([S:25](=[O:28])(=[O:27])[NH2:26])[C:17]([O:18][C:19]2[CH:24]=[CH:23][CH:22]=[CH:21][CH:20]=2)=[C:9]([NH:8][CH2:5][C:6]#[CH:7])[CH:10]=1)[CH3:2]","By substituting propargyl bromide (4.8 g) for the allyl bromide of Example 58 A and extending the reaction time to 48 hours, ethyl-4-phenoxy-3-propargylamino-5-sulphamyl-benzoate was obtained with a melting point of 189°-190° C.","[OH-].[Na+]","",""
"US0398577774","C([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([O:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)=[C:7]([NH:22][CH2:23][C:24]#[CH:25])[CH:6]=1)C.C(OC(=O)C1C=C(S(=O)(=O)N)C(OC2C=CC=CC=2)=C(NCC=C)C=1)C>>[O:15]([C:8]1[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:10][C:5]([C:4]([OH:26])=[O:3])=[CH:6][C:7]=1[NH:22][CH2:23][C:24]#[CH:25])[C:16]1[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=1","By substituting ethyl-4-phenoxy-3-propargylamino-5-sulphamyl-benzoate for the ethyl-3-allylamino-4-phenoxy-5-sulphamyl-benzoate of Example 58 B and by recrystallizing from dilute ethanol, 4-phenoxy-3-propargylamino-5sulphamyl-benzoic acid was obtained with a melting point of 222°-223° C.","[OH-].[Na+]","",""
"US0398577775","[CH2:1]([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([O:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)=[C:7]([NH:22][CH2:23][CH:24]=[CH2:25])[CH:6]=1)[CH3:2].[H][H]>C(O)C.[Pd]>[CH2:1]([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([O:15][C:16]2[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=2)=[C:7]([NH:22][CH2:23][CH2:24][CH3:25])[CH:6]=1)[CH3:2]","A solution of ethyl-3-allylamino-4-phenoxy-5-sulphamyl-benzoate (1.65 g) in ethanol (150 ml) was hydrogenated at room temperature and 1.1. atmospheres hydrogen pressure after the addition of a palladium-on-carbon catalyst (0.6 g catalyst containing 10% Pd). After the hydrogen uptake had become negligible, the catalyst was removed by filtration, and the filtrate was evaporated in vacuo. The residue was recrystallized twice from aqueous ethanol, resulting in ethyl-4-phenoxy-3-n-propylamino-5-sulphamyl-benzoate with a melting point of 150°-151° C.","C(C)O","",""
"US0398577776","C([O:3][C:4](=[O:26])[C:5]1[CH:10]=[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])[C:8]([O:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)=[C:7]([NH:22][CH2:23][CH2:24][CH3:25])[CH:6]=1)C>[OH-].[Na+]>[O:15]([C:8]1[C:9]([S:11](=[O:14])(=[O:13])[NH2:12])=[CH:10][C:5]([C:4]([OH:26])=[O:3])=[CH:6][C:7]=1[NH:22][CH2:23][CH2:24][CH3:25])[C:16]1[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=1 |f:1.2|","Ethyl-4-phenoxy-3-n-propylamino-5-sulphamyl-benzoate (1 g) was dissolved in 1N sodium hydroxide (15 ml), and heated on a steam bath for 1 hour. After cooling, the 4-phenoxy-3-n-propylamino-5-sulphamyl-benzoic acid was precipitated by addition of 4N hydrochloric acid until the pH was 2.5; the melting point was 223°-224° C.","[OH-].[Na+]","",""
"US0398577777","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].[CH2:22](I)[CH3:23].[CH2:25](O)[CH3:26]>>[CH2:25]([NH:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([O:7][CH2:22][CH3:23])=[O:6])[CH3:26]","A mixture of 3-amino-4-phenoxy-5-sulphamyl-benzoic acid (3.08 g), ethyl iodide (20 ml), and ethanol (20 ml) was refluxed for 6 days. After cooling, the reaction mixture was evaporated to dryness, and the residue was washed with a little ethanol followed by diethyl ether. The ethyl 3-ethylamino-4-phenoxy-5-sulphamyl-benzoate obtained was dissolved in 1N sodium hydroxide (35 ml) and heated on a steam bath for 30 minutes. After cooling, the reaction mixture was adjusted to pH 2.5 by addition of 4N hydrochloric acid, and the precipitated 3-ethylamino-4-phenoxy-5-sulphamyl-benzoic acid was isolated by filtration. After recrystallization from ethanol and drying in vacuo at 115° C, the compound was obtained with a melting point of 236°-237° C.","[OH-].[Na+]","",""
"US0398577778","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].S(=O)(=O)(O)O>C(O)CCCC>[CH2:9]([NH:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:18](=[O:21])(=[O:20])[NH2:19])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[C:5]([O:7][CH2:14][CH2:13][CH2:12][CH2:17][CH3:16])=[O:6])[CH2:10][CH2:2][CH2:3][CH3:4]","A mixture of 3-amino-4-phenoxy-5-sulphamyl-benzoic acid (6 g), n-pentanol (60 ml), and conc. sulphuric acid (0.5 ml) was refluxed for 24 hours. After cooling, the precipitated n-pentyl 3-pentylamino-4-phenoxy-5-sulphamyl-benzoate was isolated by filtration and recrystallized from n-pentanol. After drying in vacuo, the compound was obtained with a melting point of 138°-139° C.","C(CCCC)O","",""
"US0398577779","[CH2:1]([NH:6][C:7]1[CH:8]=[C:9]([CH:18]=[C:19]([S:28](=[O:31])(=[O:30])[NH2:29])[C:20]=1[O:21][C:22]1[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=1)[C:10]([O:12]CCCCC)=[O:11])[CH2:2][CH2:3][CH2:4][CH3:5].Cl>[OH-].[Na+]>[CH2:1]([NH:6][C:7]1[CH:8]=[C:9]([CH:18]=[C:19]([S:28](=[O:31])(=[O:30])[NH2:29])[C:20]=1[O:21][C:22]1[CH:27]=[CH:26][CH:25]=[CH:24][CH:23]=1)[C:10]([OH:12])=[O:11])[CH2:2][CH2:3][CH2:4][CH3:5] |f:2.3|","A mixture of n-pentyl 3-n-pentylamino-4-phenoxy-5-sulphamyl-benzoate (4.5 g) and 1N sodium hydroxide (70 ml) was heated on a steam bath for 1 hour. After cooling, the reaction mixture was adjusted to a pH of 2.5 by addition of 4N hydrochloric acid. The precipitated 3-n-pentylamino-4-phenoxy-5-sulphamyl-benzoic acid was isolated by filtration and recrystallized from aqueous ethanol. After drying in vacuo, the compound was obtained with a melting point of 223°-224° C.","[OH-].[Na+]","",""
"US0398577780","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:26](=[O:29])(=[O:28])[NH2:27])[C:10]=1[O:11][C:12]1[CH:17]=[CH:16][C:15]([O:18][CH2:19][C:20]2[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=2)=[CH:14][CH:13]=1)[C:5]([OH:7])=[O:6].[CH2:30](Br)[C:31]1[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=1.[CH2:38](O)[CH3:39]>>[CH2:30]([NH:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:26](=[O:29])(=[O:28])[NH2:27])[C:10]=1[O:11][C:12]1[CH:13]=[CH:14][C:15]([O:18][CH2:19][C:20]2[CH:25]=[CH:24][CH:23]=[CH:22][CH:21]=2)=[CH:16][CH:17]=1)[C:5]([O:7][CH2:38][CH3:39])=[O:6])[C:31]1[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=1","A mixture of 3-amino-4-(4-benzyloxyphenoxy)-5-sulphamyl-benzoic acid (4 g), benzyl bromide (4.1 g), and ethanol (60 ml) was refluxed for 4 hours. After cooling, the precipitated ethyl 3-benzylamino-4-(4-benzyloxyphenoxy)-5-sulphamyl-benzoate was isolated by filtration and recrystallized from ethanol. The compound was obtained with a melting point of 166° C.","[OH-].[Na+]","",""
"US0398577781","[CH2:1]([NH:8][C:9]1[CH:10]=[C:11]([CH:17]=[C:18]([S:35](=[O:38])(=[O:37])[NH2:36])[C:19]=1[O:20][C:21]1[CH:26]=[CH:25][C:24]([O:27][CH2:28][C:29]2[CH:34]=[CH:33][CH:32]=[CH:31][CH:30]=2)=[CH:23][CH:22]=1)[C:12]([O:14]CC)=[O:13])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.Cl>[OH-].[Na+]>[CH2:1]([NH:8][C:9]1[CH:10]=[C:11]([CH:17]=[C:18]([S:35](=[O:38])(=[O:37])[NH2:36])[C:19]=1[O:20][C:21]1[CH:26]=[CH:25][C:24]([O:27][CH2:28][C:29]2[CH:30]=[CH:31][CH:32]=[CH:33][CH:34]=2)=[CH:23][CH:22]=1)[C:12]([OH:14])=[O:13])[C:2]1[CH:3]=[CH:4][CH:5]=[CH:6][CH:7]=1 |f:2.3|","A solution of ethyl 3-benzylamino-4-(4-benzyloxyphenoxy)-5-sulphamyl-benzoate (2 g) in 1N sodium hydroxide (45 ml) was left standing at room temperature for 40 hours. Then the reaction mixture was adjusted to a pH of 2.5 by addition of 4N hydrochloric acid. The precipitated 3-benzylamino-4-(4-benzyloxyphenoxy)-5-sulphamyl-benzoic acid was isolated by filtration and recrystallized from aqueous ethanol. After drying, the compound was obtained with a melting point of 249°-251° C.","[OH-].[Na+]","",""
"US0398577783","[NH2:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:20](=[O:23])(=[O:22])[NH2:21])[C:10]=1[NH:11][CH2:12][CH2:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:5]([OH:7])=[O:6].[CH2:24](Br)[C:25]1[CH:30]=[CH:29][CH:28]=[CH:27][CH:26]=1>C(O)C>[CH2:24]([NH:1][C:2]1[CH:3]=[C:4]([CH:8]=[C:9]([S:20](=[O:23])(=[O:22])[NH2:21])[C:10]=1[NH:11][CH2:12][CH2:13][C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1)[C:5]([OH:7])=[O:6])[C:25]1[CH:30]=[CH:29][CH:28]=[CH:27][CH:26]=1","A mixture of 3-amino-4-(β-phenylethylamino)-5-sulphamyl-benzoic acid (3.35 g), benzyl bromide (5.3 g), and anhydrous ethanol (30 ml) was refluxed for 48 hours. After cooling, the precipitated ethyl ester was collected by suction, recrystallized from ethanol and saponified by heating in 1N sodium hydroxide (30 ml) for 1 hour. The 3-benzylamino-4-(β-phenylethylamino)-5-sulphamyl-benzoic acid was precipitated at room temperature by addition of 4N hydrochloric acid until the pH was 2.5. After recrystallization from aqueous ethanol, the compound was obtained with a melting point of 203° C.","C(C)O","",""
